Number,District,City,Address,Link,Eng Link,JPY Price,USD Price,Range,Instagram
3911,Ito,Shizuoka,"1297 Kamada, Ito, Shizuoka 414-0054",https://www.aoba-resort.com/area-b2/bknarea-ao22208/room83153608.html,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.aoba-resort.com/area-b2/bknarea-ao22208/room83153608.html,820万円,"$55,000",$30k to $80k,
3916,Himeji,Hyogo,"Mega-135-4 Shikamaku, Himeji, Hyogo 672-8031",https://www.fudousan-takase.jp/search/detail/%E5%BA%97%E8%88%97%E6%A4%9C%E7%B4%A2/%E8%B2%B7%E3%81%86/%E3%82%BF%E3%82%AB%E3%82%BB%E4%B8%8D%E5%8B%95%E7%94%A3%E5%A7%AB%E8%B7%AF%E5%BA%97/09/39436,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.fudousan-takase.jp/search/detail/%E5%BA%97%E8%88%97%E6%A4%9C%E7%B4%A2/%E8%B2%B7%E3%81%86/%E3%82%BF%E3%82%AB%E3%82%BB%E4%B8%8D%E5%8B%95%E7%94%A3%E5%A7%AB%E8%B7%AF%E5%BA%97/09/39436,580万円,"$39,000",$30k to $80k,
3917,Minami,Ward,"Senoozaki, Minami Ward, Okayama, 701-0201",https://myhome.nifty.com/chuko-ikkodate/okayama/okayamashiminamiku_ct/detail_2f60fb8d040a39218c6449420e36f982/?psId=0a0c4b84f144de50ab2e452b3421ba0020ce758fc08be5f52691af7be356927d,https://translate.google.com/translate?sl=ja&tl=en&u=https://myhome.nifty.com/chuko-ikkodate/okayama/okayamashiminamiku_ct/detail_2f60fb8d040a39218c6449420e36f982/?psId=0a0c4b84f144de50ab2e452b3421ba0020ce758fc08be5f52691af7be356927d,700万円,"$47,000",$30k to $80k,
3931,Setouchi,Okayama,"5347 Ushimadocho Kashino, Setouchi, Okayama 701-4303",https://www.inaka-gurashi.co.jp/bukken/tatemono/nantou/05504.html,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.inaka-gurashi.co.jp/bukken/tatemono/nantou/05504.html,480万円,"$32,000",$30k to $80k,https://www.instagram.com/p/C6eADo5NeGc/?img_index=1
3934,Susono,Shizuoka,"Suyama, Susono, Shizuoka 410-1231",https://resort.handn.jp/Bukken/VILLA/313.html,https://translate.google.com/translate?sl=ja&tl=en&u=https://resort.handn.jp/Bukken/VILLA/313.html,690万円,"$46,000",$30k to $80k,https://www.instagram.com/cheaphousesjapan/p/C6luDp_LQoQ/?img_index=1
3937,Kofu,Yamanashi,"Kofu, Yamanashi",https://suumo.jp/chukoikkodate/yamanashi/sc_kofu/nc_74595340/?suit=nsuusbsp20121129001,https://translate.google.com/translate?sl=ja&tl=en&u=https://suumo.jp/chukoikkodate/yamanashi/sc_kofu/nc_74595340/?suit=nsuusbsp20121129001,700万円,"$46,000",$30k to $80k,https://www.instagram.com/cheaphousesjapan/p/C6oS56PNnMU/?img_index=1
3940,,Nagasaki City,"2 Chome Tomachi, Nagasaki, 850-0952",https://www.athome.co.jp/kodate/6981532877/?DOWN=1&BKLISTID=001LPC&sref=list_simple,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.athome.co.jp/kodate/6981532877/?DOWN=1&BKLISTID=001LPC&sref=list_simple,800万円,"$53,000",$30k to $80k,
3942,Higashiizu,Shizuoka,"Naramoto, Higashiizu, Kamo District, Shizuoka 413-0302",https://www.athome.co.jp/kodate/6970468180/?DOWN=1&BKLISTID=001LPC&sref=list_simple,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.athome.co.jp/kodate/6970468180/?DOWN=1&BKLISTID=001LPC&sref=list_simple,600万円,"$40,000",$30k to $80k,
3943,,Nagasaki City,"2 Chome Nishikoshima, Nagasaki, 850-0837",https://www.athome.co.jp/kodate/6976708680/?DOWN=1&BKLISTID=001LPC&sref=list_simple,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.athome.co.jp/kodate/6976708680/?DOWN=1&BKLISTID=001LPC&sref=list_simple,690万円,"$46,000",$30k to $80k,
3952,Kimino,Wakayama,"Konoichiba, Kimino, Kaiso District, Wakayama 640-1243",https://xn--68j5ex92h47uc7m12d2o2a.com/properties/2222211688/,https://translate.google.com/translate?sl=ja&tl=en&u=https://xn--68j5ex92h47uc7m12d2o2a.com/properties/2222211688/,500万円,"$33,000",$30k to $80k,
3969,Izunokuni,Shizuoka,"Nagoya, Izunokuni, Shizuoka 410-2132",https://www.uptown-izu.com/detail/46068,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.uptown-izu.com/detail/46068,790万円,"$52,000",$30k to $80k,
3974,Sakaiminato,Tottori,"Yonekawacho, Sakaiminato, Tottori 684-0061",https://www.tm-21.net/theme/baibai_detail/?hdata1=CK0031&title_navi=%c4%bb%bc%e8%b8%a9%a4%ce%c3%e6%b8%c5%b0%ec%b8%cd%b7%fa%bd%bb%c2%f0+%ca%aa%b7%ef%b0%ec%cd%f7&prif=31&i=13,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.tm-21.net/theme/baibai_detail/?hdata1=CK0031&title_navi=%c4%bb%bc%e8%b8%a9%a4%ce%c3%e6%b8%c5%b0%ec%b8%cd%b7%fa%bd%bb%c2%f0+%ca%aa%b7%ef%b0%ec%cd%f7&prif=31&i=13,880万円,"$58,000",$30k to $80k,
3975,Ako,Hyogo,"Ako, Hyogo",https://www.slowlife1.com/fudo/17740/?bk=&shu=&mid=&nor=,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.slowlife1.com/fudo/17740/?bk=&shu=&mid=&nor=,980万円,"$65,000",$30k to $80k,
3981,Katagami,Akita,"Egawa Tenno, Katagami, Akita 010-0201",https://myhome.nifty.com/chuko-ikkodate/akita/katagamishi_ct/detail_763a44269bbe31cb8d63ba315b9cb3f1/?psId=3c55e44b1f301740027ccc3bae1462463e9ec4517ab3b9ac70e4bdd465bbce95,https://translate.google.com/translate?sl=ja&tl=en&u=https://myhome.nifty.com/chuko-ikkodate/akita/katagamishi_ct/detail_763a44269bbe31cb8d63ba315b9cb3f1/?psId=3c55e44b1f301740027ccc3bae1462463e9ec4517ab3b9ac70e4bdd465bbce95,899万円,"$59,000",$30k to $80k,
3995,Tatsuno,Hyogo,"Tatsunocho Shimada, Tatsuno, Hyogo 679-4121",https://myhome.nifty.com/chuko-ikkodate/hyogo/tatsunoshi_ct/detail_acdb31792ceb3da79ae4469c742c8a7c/?psId=9a3f09016486b9024ae09f4f26bc34b168465eb920bf31bec43b308f939713da,https://translate.google.com/translate?sl=ja&tl=en&u=https://myhome.nifty.com/chuko-ikkodate/hyogo/tatsunoshi_ct/detail_acdb31792ceb3da79ae4469c742c8a7c/?psId=9a3f09016486b9024ae09f4f26bc34b168465eb920bf31bec43b308f939713da,880万円,"$57,000",$30k to $80k,https://www.instagram.com/cheaphousesjapan/p/C7Enj05PPLC/?img_index=1
4007,Izunokuni,Shizuoka,"Nirayamatada, Izunokuni, Shizuoka 410-2133",https://www.uptown-izu.com/detail/45971,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.uptown-izu.com/detail/45971,750万円,"$49,000",$30k to $80k,
4008,Kyotango,Kyoto,"2190 Tangocho Taiza, Kyotango, Kyoto 627-0201",https://kyotango-akiya.jp/akiya/4817/,https://translate.google.com/translate?sl=ja&tl=en&u=https://kyotango-akiya.jp/akiya/4817/,780万円,"$51,000",$30k to $80k,
4009,Oga,Akita,"Suganosawa Wakimotourada, Oga, Akita 010-0345",https://www.hatomarksite.com/search/zentaku/bukken/5102272864,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.hatomarksite.com/search/zentaku/bukken/5102272864,670万円,"$44,000",$30k to $80k,
4013,Yoichi,Hokkaido,"5-6 Minatomachi, Yoichi, Yoichi District, Hokkaido 046-0024",https://uchijapan.com/properties/yoichi-house,https://translate.google.com/translate?sl=ja&tl=en&u=https://uchijapan.com/properties/yoichi-house,580万円,"$38,000",$30k to $80k,
4025,Kushima,Miyazaki,"Honjo, Kushima, Miyazaki 888-0008",https://www.hatomarksite.com/search/zentaku/bukken/6981486234,https://translate.google.com/translate?sl=ja&tl=en&hl=en&u=https://www.hatomarksite.com/search/zentaku/bukken/6981486234&client=webapp,700万円,"$46,000",$30k to $80k,https://www.instagram.com/cheaphousesjapan/p/C7UOwROMgU3/?img_index=1
4027,Shirahama,Wakayama,"Shirahama, Nishimuro District, Wakayama",https://sml-estate.com/?post_type=fudo&p=17578,https://translate.google.com/translate?sl=ja&tl=en&u=https://sml-estate.com/?post_type=fudo&p=17578,"1,050万円","$67,000",$30k to $80k,https://www.instagram.com/cheaphousesjapan/p/C7ZN550MOz3/?img_index=1
4029,Minokamo,Gifu,"Kono Kamonocho, Minokamo, Gifu 505-0053",https://www.fuji-fudousan.com/house/city/21211/272165/,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.fuji-fudousan.com/house/city/21211/272165/,"1,000万円","$65,000",$30k to $80k,https://www.instagram.com/cheaphousesjapan/p/C7eXhpwPfM_/?img_index=1
4030,Kusu,Oita,"Yamada, Kusu, Kusu District, Oita 879-4412",https://oasisu.jp/real_estate/building/detail.php?no=0813,https://translate.google.com/translate?sl=ja&tl=en&u=https://oasisu.jp/real_estate/building/detail.php?no=0813,720万円,"$47,000",$30k to $80k,
4033,Kasaoka,Okayama,"Kanaura, Kasaoka, Okayama 714-0057",https://myhome.nifty.com/chuko-ikkodate/okayama/kasaokashi_ct/detail_b373451f72493716b726a53e379c761f/?psId=a6183c5f023fd53011c3e470ea36b9ca1a5c693c4ac724539c2cf6031035b7d6,https://translate.google.com/translate?sl=ja&tl=en&u=https://myhome.nifty.com/chuko-ikkodate/okayama/kasaokashi_ct/detail_b373451f72493716b726a53e379c761f/?psId=a6183c5f023fd53011c3e470ea36b9ca1a5c693c4ac724539c2cf6031035b7d6,230万円,"$15,000",$30k to $80k,
4034,Nikko,Tochigi,"Dosawa, Nikko, Tochigi 321-1274,",https://myhome.nifty.com/chuko-ikkodate/tochigi/nikkoshi_ct/detail_47bc47d21bf63c59bc4bd6ce1eed0009/?psId=887ff415975369d76c0b15e366cc63019a1bbaefca6955ec10c49e50d4068916,https://translate.google.com/translate?sl=ja&tl=en&u=https://myhome.nifty.com/chuko-ikkodate/tochigi/nikkoshi_ct/detail_47bc47d21bf63c59bc4bd6ce1eed0009/?psId=887ff415975369d76c0b15e366cc63019a1bbaefca6955ec10c49e50d4068916,990万円,"$63,000",$30k to $80k,
4036,Hitachiota,Ibaraki,"Sakaecho, Hitachiota, Ibaraki 313-0005",https://myhome.nifty.com/chuko-ikkodate/ibaraki/hitachiotashi_ct/detail_00d364567b39339e9bdb49cfd9ffe4b0/?psId=7ba2f7afd01a940b298bd8bc8337c3149e80904e1e1c7b4090a69d108480c01f,https://translate.google.com/translate?sl=ja&tl=en&u=https://myhome.nifty.com/chuko-ikkodate/ibaraki/hitachiotashi_ct/detail_00d364567b39339e9bdb49cfd9ffe4b0/?psId=7ba2f7afd01a940b298bd8bc8337c3149e80904e1e1c7b4090a69d108480c01f,700万円,"$45,000",$30k to $80k,
4038,Higashiizu,Shizuoka,"Okawa, Higashiizu, Kamo District, Shizuoka 413-0301",https://sumaity.com/house/used/shizuoka_prop/prop_4951355/,https://translate.google.com/translate?sl=ja&tl=en&u=https://sumaity.com/house/used/shizuoka_prop/prop_4951355/,"1,180万円","$77,000",$30k to $80k,
4040,Kodaira,Tokyo,"1 Chome Suzukicho, Kodaira, Tokyo 187-0011",https://myhome.nifty.com/chuko-ikkodate/tokyo/kodairashi_ct/detail_211154291cd130208aa7416467d4f66c/,https://translate.google.com/translate?sl=ja&tl=en&u=https://myhome.nifty.com/chuko-ikkodate/tokyo/kodairashi_ct/detail_211154291cd130208aa7416467d4f66c/,"1,170万円","$76,000",$30k to $80k,
4054,Hirono,Iwate,"Dai 28 Chiwari-63-4 Taneichi, Hirono, Kunohe District, Iwate 028-7912",https://www.bukken-omakase.com/pist_db_sv/pist_db2_detail.php?tcd=108&kcd=2311101699617243&pn=4&findflg=1&f_k2=1000&f_md1=1&f_md2=1&f_md3=1&f_md4=1&f_md5=1&f_md6=1&f_ks=50,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.bukken-omakase.com/pist_db_sv/pist_db2_detail.php?tcd=108&kcd=2311101699617243&pn=4&findflg=1&f_k2=1000&f_md1=1&f_md2=1&f_md3=1&f_md4=1&f_md5=1&f_md6=1&f_ks=50,899万円,"$58,000",$30k to $80k,https://www.instagram.com/cheaphousesjapan/p/C7jhIDABHV7/?img_index=1
4058,Otaki,Nagano,"Otaki, Kiso District, Nagano 397-0201",https://matsumoto.fudousan.co.jp/details/107800375683/q?scode%5B1212%5D=%E4%B8%AD%E5%8F%A4%E4%BD%8F%E5%AE%85&scode%5B1223%5D=%E4%B8%AD%E5%8F%A4%E5%88%A5%E8%8D%98,https://translate.google.com/translate?sl=ja&tl=en&u=https://matsumoto.fudousan.co.jp/details/107800375683/q?scode%5B1212%5D=%E4%B8%AD%E5%8F%A4%E4%BD%8F%E5%AE%85&scode%5B1223%5D=%E4%B8%AD%E5%8F%A4%E5%88%A5%E8%8D%98,950万円,"$62,000",$30k to $80k,https://www.instagram.com/cheaphousesjapan/p/C7oqr_upnI_/?img_index=1
4060,Higashiomi,Shiga,"Gokashowadacho, Higashiomi, Shiga 529-1412",https://www.country-life.co.jp/d26000600122020000001097,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.country-life.co.jp/d26000600122020000001097,780万円,"$51,000",$30k to $80k,
4062,Tamba,Hyogo,"Sannancho Onojiri, Tamba, Hyogo 669-3166",https://orijyu.com/buy/post-115682.html,https://translate.google.com/translate?sl=ja&tl=en&u=https://orijyu.com/buy/post-115682.html,980万円,"$64,000",$30k to $80k,https://www.instagram.com/cheaphousesjapan/p/C7t0RQ6C_wN/?img_index=1
4064,Choshi,Chiba,"Uematsucho, Choshi, Chiba 288-0071",https://myhome.nifty.com/chuko-ikkodate/chiba/choshishi_ct/detail_d3d74970ded53ea1a6117ca149e42018/?psId=883a987ee120bf9c2c0f11fcfbf78cbe8cbe2df8d04a1462a3c6dd1f79cef66a,https://translate.google.com/translate?sl=ja&tl=en&u=https://myhome.nifty.com/chuko-ikkodate/chiba/choshishi_ct/detail_d3d74970ded53ea1a6117ca149e42018/?psId=883a987ee120bf9c2c0f11fcfbf78cbe8cbe2df8d04a1462a3c6dd1f79cef66a,480万円,"$31,000",$30k to $80k,
4065,Nomi,Ishikawa,"Wasadanimachi, Nomi, Ishikawa 923-1208",https://www.djweb.co.jp/sale/detail/170041-2133,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.djweb.co.jp/sale/detail/170041-2133,780万円,"$51,000",$30k to $80k,
4066,Kiirecho,Kagoshima,"Kiirecho, Kagoshima, 891-0203",https://www.housedo.com/used_ikkodate/3195910.html,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.housedo.com/used_ikkodate/3195910.html,780万円,"$51,000",$30k to $80k,
4067,Ise,Mie,"Uenocho, Ise, Mie 516-1104",https://sml-estate.com/?post_type=fudo&p=16950,https://translate.google.com/translate?sl=ja&tl=en&u=https://sml-estate.com/?post_type=fudo&p=16950,"1,150万円","$74,000",$30k to $80k,
4069,Asago,Hyogo,"Noza, Asago, Hyogo 679-3413",https://www.country-life.co.jp/d26000600122020000001098,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.country-life.co.jp/d26000600122020000001098,980万円,"$63,000",$30k to $80k,
4070,Yokosuka,Kanagawa,"6 Chome Miharucho, Yokosuka, Kanagawa 238-0014",https://myhome.nifty.com/chuko-ikkodate/kanagawa/yokosukashi_ct/detail_106135f7151e31ab8f1790e434e43020/?psId=6fb71e3c50a787bbd12906f6c9ac73015c664f7d688b3d6cdf95c56bef55509c,https://translate.google.com/translate?sl=ja&tl=en&u=https://myhome.nifty.com/chuko-ikkodate/kanagawa/yokosukashi_ct/detail_106135f7151e31ab8f1790e434e43020/?psId=6fb71e3c50a787bbd12906f6c9ac73015c664f7d688b3d6cdf95c56bef55509c,880万円,"$56,000",$30k to $80k,
4073,Tsuyama,Okayama,"360-3 Nishinaka, Tsuyama, Okayama 708-1222",https://inakayahonpo.net/contents/detail/20160605,https://translate.google.com/translate?sl=ja&tl=en&u=https://inakayahonpo.net/contents/detail/20160605,900万円,"$58,000",$30k to $80k,
4085,Joetsu,Niigata,"Joetsu, Niigata",https://suumo.jp/chukoikkodate/niigata/sc_joetsu/nc_72101111/,https://translate.google.com/translate?sl=ja&tl=en&u=https://suumo.jp/chukoikkodate/niigata/sc_joetsu/nc_72101111/,880万円,"$57,000",$30k to $80k,https://www.instagram.com/cheaphousesjapan/p/C71igzhsKqr/?img_index=1
4087,Tsuyama,Okayama,"Nakashima, Tsuyama, Okayama 708-0871",https://www.inaka-gurashi.co.jp/bukken/tatemono/hokuto/05676.html,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.inaka-gurashi.co.jp/bukken/tatemono/hokuto/05676.html,550万円,"$36,000",$30k to $80k,https://www.instagram.com/cheaphousesjapan/p/C76sRfUK3-X/?img_index=1
4092,Yokohama,Kanagawa,"Kanazawa Ward, Yokohama, Kanagawa",https://suumo.jp/chukoikkodate/kanagawa/sc_yokohamashikanazawa/nc_73659452/,https://translate.google.com/translate?sl=ja&tl=en&u=https://suumo.jp/chukoikkodate/kanagawa/sc_yokohamashikanazawa/nc_73659452/,1180万円,"$77,000",$30k to $80k,
4095,Iwamizawa,Hokkaido,"18 Chome 2-8 Kita 3 Jonishi, Iwamizawa, Hokkaido 068-0043",https://myhome.nifty.com/chuko-ikkodate/hokkaido/iwamizawashi_ct/detail_5b3ba7568793385d88f52729b131cc04/?psId=f81adf38169417091677f4e8856a893731193b09d76de853f7fa9295c3dccc05,https://translate.google.com/translate?sl=ja&tl=en&u=https://myhome.nifty.com/chuko-ikkodate/hokkaido/iwamizawashi_ct/detail_5b3ba7568793385d88f52729b131cc04/?psId=f81adf38169417091677f4e8856a893731193b09d76de853f7fa9295c3dccc05,550万円,"$36,000",$30k to $80k,
4097,Nagi,Okayama,"Hirooka, Nagi, Katsuta District, Okayama 708-1324",https://www.hatomarksite.com/search/zentaku/bukken/5102743563,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.hatomarksite.com/search/zentaku/bukken/5102743563,995万円,"$64,000",$30k to $80k,
4098,Kiso,Nagano,"Mitake, Kiso, Kiso District, Nagano 397-0101",https://matsumoto.fudousan.co.jp/details/107800422905/q?scode%5B1212%5D=%E4%B8%AD%E5%8F%A4%E4%BD%8F%E5%AE%85&scode%5B1223%5D=%E4%B8%AD%E5%8F%A4%E5%88%A5%E8%8D%98,https://translate.google.com/translate?sl=ja&tl=en&u=https://matsumoto.fudousan.co.jp/details/107800422905/q?scode%5B1212%5D=%E4%B8%AD%E5%8F%A4%E4%BD%8F%E5%AE%85&scode%5B1223%5D=%E4%B8%AD%E5%8F%A4%E5%88%A5%E8%8D%98,790万円,"$51,000",$30k to $80k,
4102,Maniwa,Okayama,"2098 Nakagouchi, Maniwa, Okayama 719-3124",https://www.ok-smile.jp/property/detail?p_no=000001628665,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.ok-smile.jp/property/detail?p_no=000001628665,700万円,"$46,000",$30k to $80k,
4103,Chikuhoku,Nagano,"Sakakita, Chikuhoku, Higashichikuma District, Nagano 399-7601",https://www.s-inaka.co.jp/460mukaibara.html,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.s-inaka.co.jp/460mukaibara.html,460万円,"$30,000",$30k to $80k,
4104,,Wakayama City,"1 Chome Nishikoniri, Wakayama, 641-0031",https://xn--68j5ex92h47uc7m12d2o2a.com/properties/2222211711/,https://translate.google.com/translate?sl=ja&tl=en&u=https://xn--68j5ex92h47uc7m12d2o2a.com/properties/2222211711/,980万円,"$64,000",$30k to $80k,
4105,Sammu,Chiba,"Hayafune, Sammu, Chiba 289-1311",https://www.century21.jp/kodate/chiba/12237/detail/112001-17818,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.century21.jp/kodate/chiba/12237/detail/112001-17818,780万円,"$51,000",$30k to $80k,
4107,Fukuchiyama,Kyoto,"Oecho Gujo, Fukuchiyama, Kyoto 620-0312",https://myhome.nifty.com/chuko-ikkodate/kyoto/fukuchiyamashi_ct/detail_e4ef35929eb536a1a6e045ccd75cc218/,https://translate.google.com/translate?sl=ja&tl=en&u=https://myhome.nifty.com/chuko-ikkodate/kyoto/fukuchiyamashi_ct/detail_e4ef35929eb536a1a6e045ccd75cc218/,680万円,"$44,000",$30k to $80k,https://www.instagram.com/cheaphousesjapan/p/C8KJDw5KMvj/?img_index=1
4108,Otake,Hiroshima,"7 Chome 8-16 Kuba, Otake, Hiroshima 739-0651",https://myhome.nifty.com/chuko-ikkodate/hiroshima/otakeshi_ct/detail_d208c3466d84385db171a3af79fe5401/,https://translate.google.com/translate?sl=ja&tl=en&u=https://myhome.nifty.com/chuko-ikkodate/hiroshima/otakeshi_ct/detail_d208c3466d84385db171a3af79fe5401/,980万円,"$64,000",$30k to $80k,https://www.instagram.com/cheaphousesjapan/p/C8Mt37VCEbl/?img_index=1
4109,Katori,Chiba,"Terauchi, Katori, Chiba 287-0062",https://www.suzuya0478524446.co.jp/baibai/view.cgi/000073/,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.suzuya0478524446.co.jp/baibai/view.cgi/000073/,598万円,"$39,000",$30k to $80k,https://www.instagram.com/cheaphousesjapan/p/C8PSoZJCpy9/?img_index=1
4110,Sakai,Fukui,"Haruecho Hondo, Sakai, Fukui 919-0473",https://myhome.nifty.com/chuko-ikkodate/fukui/sakaishi_ct/detail_1131621bffbe317794c6a335489254c7/?psId=6dfab7b4172177dc5fe67b4b2b7d0088b7da3cec84321314f8f747063b78ef30,https://translate.google.com/translate?sl=ja&tl=en&u=https://myhome.nifty.com/chuko-ikkodate/fukui/sakaishi_ct/detail_1131621bffbe317794c6a335489254c7/?psId=6dfab7b4172177dc5fe67b4b2b7d0088b7da3cec84321314f8f747063b78ef30,698万円,"$46,000",$30k to $80k,https://www.instagram.com/cheaphousesjapan/p/C8R3cQwoByz/?img_index=1
4111,Ibara,Okayama,"Sasakacho, Ibara, Okayama 715-0025 Japan",https://house.goo.ne.jp/buy/uh/detail/0/33207/1021504386/50109262/x01021504386.html,https://translate.google.com/translate?sl=ja&tl=en&u=https://house.goo.ne.jp/buy/uh/detail/0/33207/1021504386/50109262/x01021504386.html,480万円,"$31,000",$30k to $80k,https://www.instagram.com/cheaphousesjapan/p/C8UcPqTp_PY/?img_index=1
4112,Mimasaka,Okayama,"386-1 Imaoka, Mimasaka, Okayama 707-0416",https://www.inaka-gurashi.co.jp/bukken/tatemono/hokuto/05658.html,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.inaka-gurashi.co.jp/bukken/tatemono/hokuto/05658.html,540万円,"$35,000",$30k to $80k,
4116,Hirono,Iwate,"Dai 28 Chiwari Taneichi, Hirono, Kunohe District, Iwate 028-7912",https://www.e-life.jp/sales/detail/h1219900000385/,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.e-life.jp/sales/detail/h1219900000385/,899万円,"$58,000",$30k to $80k,
4117,Inami,Wakayama,"Yamaguchi, Inami, Hidaka District, Wakayama 649-1533",https://sumaity.com/house/used/wakayama_prop/prop_13597007/,https://translate.google.com/translate?sl=ja&tl=en&u=https://sumaity.com/house/used/wakayama_prop/prop_13597007/,850万円,"$55,000",$30k to $80k,
4119,Joetsu,Niigata,"Kakizakiku Jogehama, Joetsu, Niigata 949-3255 Japan",https://myhome.nifty.com/chuko-ikkodate/niigata/joetsushi_ct/detail_0ee7ae4cd94f3d37833d050c297c4d7f/?psId=a0144755ace1c689a9da5c13f2aa2547d3bd2b7b01815d9bb3fe26482dc0a73b,https://translate.google.com/translate?sl=ja&tl=en&u=https://myhome.nifty.com/chuko-ikkodate/niigata/joetsushi_ct/detail_0ee7ae4cd94f3d37833d050c297c4d7f/?psId=a0144755ace1c689a9da5c13f2aa2547d3bd2b7b01815d9bb3fe26482dc0a73b,900万円,"$59,000",$30k to $80k,
4123,Tatsuno,Hyogo,"Ibocho Imaichi, Tatsuno, Hyogo 679-4146",https://www.iju-style.jp/bukken/detail/9/24918,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.iju-style.jp/bukken/detail/9/24918,800万円,"$52,000",$30k to $80k,
4125,Mobara,Chiba,"Kobayashi, Mobara, Chiba 297-0074",https://myhome.nifty.com/chuko-ikkodate/chiba/mobarashi_ct/detail_a7edb1f4c0ec39e985d36e589258baa7/?psId=ca4962ab50b1ee8de66daeba8e7f13f31a9119e330bc0d9ca4cb62aacc5b9b12,https://translate.google.com/translate?sl=ja&tl=en&u=https://myhome.nifty.com/chuko-ikkodate/chiba/mobarashi_ct/detail_a7edb1f4c0ec39e985d36e589258baa7/?psId=ca4962ab50b1ee8de66daeba8e7f13f31a9119e330bc0d9ca4cb62aacc5b9b12,990万円,"$64,000",$30k to $80k,
4126,,Toyama City,"3 Chome 17-2 Awajimamachi, Toyama, 931-8314",https://www.t-sunhome.co.jp/buy/real-estate/2106582555660000003101?kind_code=2&order=2&desc=1&areas%5B0%5D=16201&max_price=10000000&occupied_space=0,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.t-sunhome.co.jp/buy/real-estate/2106582555660000003101?kind_code=2&order=2&desc=1&areas%5B0%5D=16201&max_price=10000000&occupied_space=0,870万円,"$57,000",$30k to $80k,
4127,Togane,Chiba,"Tama, Togane, Chiba 283-0005",https://myhome.nifty.com/chuko-ikkodate/chiba/toganeshi_ct/detail_2606d89f26ce3182bda6da60d6fd0849/?psId=0d232be93fe9e3b89aa191529235a20fba7aac56127c63df66797cad51ee8f66,https://translate.google.com/translate?sl=ja&tl=en&u=https://myhome.nifty.com/chuko-ikkodate/chiba/toganeshi_ct/detail_2606d89f26ce3182bda6da60d6fd0849/?psId=0d232be93fe9e3b89aa191529235a20fba7aac56127c63df66797cad51ee8f66,723万円,"$47,000",$30k to $80k,
4131,Kannami,Shizuoka,"Hirai, Kannami, Tagata District, Shizuoka 419-0107",https://www.royal-resort.co.jp/atami/estate_list_atami/sell/estate_detail_2105565966390000019019/,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.royal-resort.co.jp/atami/estate_list_atami/sell/estate_detail_2105565966390000019019/,680万円,"$44,000",$30k to $80k,https://www.instagram.com/p/C8cKnCAPqv3/
4133,Nagahama,Shiga,"Minamihamacho, Nagahama, Shiga 526-0113",https://myhome.nifty.com/chuko-ikkodate/shiga/nagahamashi_ct/detail_a9db0b8e56173403be5321ba373ab52e/,https://translate.google.com/translate?sl=ja&tl=en&u=https://myhome.nifty.com/chuko-ikkodate/shiga/nagahamashi_ct/detail_a9db0b8e56173403be5321ba373ab52e/,550万円,"$36,000",$30k to $80k,https://www.instagram.com/p/C8hUNYitbVb/
4134,Fushimi,Ward,"Ishidaoyamacho, Fushimi Ward, Kyoto, 601-1433",https://myhome.nifty.com/chuko-ikkodate/kyoto/kyotoshifushimiku_ct/detail_29257a546cf73610a9c64bc87965d53f/,https://translate.google.com/translate?sl=ja&tl=en&u=https://myhome.nifty.com/chuko-ikkodate/kyoto/kyotoshifushimiku_ct/detail_29257a546cf73610a9c64bc87965d53f/,1080万円,"$70,000",$30k to $80k,https://www.instagram.com/p/C8j4-oCorzg
4138,Higashiosaka,Osaka,"2 Chome Kowakae, Higashiosaka, Osaka 577-0818",https://www.fukuya-k.co.jp/kansai/ikkodate/osaka/higashiosaka-city/60874698000,https://translate.google.com/translate?sl=ja&tl=en&u=https://www.fukuya-k.co.jp/kansai/ikkodate/osaka/higashiosaka-city/60874698000,670万円,"$44,000",$30k to $80k,
